Nom Utilisateur,Note,ID Film
z20060318194416363195696,5.0,4063
z20060520184332677502137,5.0,4063
z20070304213611187713482,5.0,4063
z20030916115310953701324,5.0,4063
z20041207222824320473123,5.0,4063
z20020501125755190702769,5.0,4063
z20060121115833357319818,5.0,4063
z20050102191155607448983,5.0,4063
z20051202210829790363634,5.0,4063
z20120808234208520401819,4.5,4063
z20161127203550770316524,4.5,4063
z20191227171356486705092,4.5,4063
z20210313230202910523299,4.5,4063
z20221023151626741848298,4.5,4063
z20181020125118725610391,4.5,4063
z20180103011351860308632,4.5,4063
z20210219233708124793951,4.5,4063
z20190422165501356919108,4.5,4063
z20080204182124630977268,4.5,4063
z20160515230128950846451,4.5,4063
z20080915134506200531819,4.5,4063
z20090215192301720367223,4.5,4063
z20081005163400347127414,4.5,4063
z20150715010110537648653,4.5,4063
z20030101162055787415494,4.5,4063
z20051101195742210643137,4.5,4063
z20060115135512013637487,4.5,4063
z20060317115155370578365,4.5,4063
z20130210141015660139422,4.5,4063
z20120729234032190967658,4.5,4063
z20100510124951590886379,4.5,4063
z20121112213348247156124,4.5,4063
z20120513115507660594719,4.5,4063
z20140811085121137216455,4.5,4063
z20160324192400560535292,4.5,4063
z20051019145019100363212,4.5,4063
z20110416204054023788665,4.5,4063
z20130513223835490486472,4.5,4063
z20020907125215830101724,4.5,4063
z20141004233849727225846,4.5,4063
z20130124195214260283337,4.5,4063
z20090204184937363311972,4.5,4063
z20110828204641337389611,4.5,4063
z20080501003537567381587,4.5,4063
z20120218180244490715355,4.5,4063
z20100313200722567646169,4.5,4063
z20091204183944323302984,4.5,4063
z20100728134703260606673,4.5,4063
z20120708195526033224386,4.5,4063
z20010710141017880217585,4.5,4063
z20070405191402390431943,4.5,4063
z20100419204105110183184,4.5,4063
z20101024142544487157745,4.5,4063
z20070111225818437927316,4.5,4063
z20080824153656800612875,4.5,4063
z20100908132022080972546,4.5,4063
z20050531104705440897887,4.5,4063
z20090524190355113285244,4.5,4063
z20080102010939413695533,4.5,4063
z20050705170420620107863,4.5,4063
z20070502164300817557547,4.5,4063
z20070814101548197695978,4.5,4063
z20100715135849763341476,4.5,4063
z20071031125246787736481,4.5,4063
z20091107150756700814021,4.5,4063
z20081107165708247455434,4.5,4063
z20080306163610250402736,4.5,4063
z20070429202537840527684,4.5,4063
z20020308185604487808769,4.5,4063
z20221027123702215276303,4.0,4063
z20191020065719641318283,4.0,4063
z20020118151445077258939,4.0,4063
z20110724161338573222935,4.0,4063
z20181130191842380319159,4.0,4063
z20140717115833640656964,4.0,4063
z20140102130544340291557,4.0,4063
z20080507121910853388237,4.0,4063
z20090207171111367802671,4.0,4063
z20100307181559167928367,4.0,4063
z20080608021220147546755,4.0,4063
z20120725090855383599792,4.0,4063
z20120825181846500393357,4.0,4063
z20171227202728840555521,4.0,4063
z20170707170528043187781,4.0,4063
z20160409142210377435924,4.0,4063
z20131020155906970272197,4.0,4063
z20071021153249553451578,4.0,4063
z20151222111550330413983,4.0,4063
z20060516110246577796967,4.0,4063
z20021216180627033411849,4.0,4063
z20070810214732340671259,4.0,4063
z20141121181040387159999,4.0,4063
z20100902125140520429289,4.0,4063
z20061228232125060155817,4.0,4063
z20040407113854130597348,4.0,4063
z20060813141322797992633,4.0,4063
z20110801175449003572818,4.0,4063
z20140427201750710387998,4.0,4063
z20130906163421460956772,4.0,4063
z20120420013736487892714,4.0,4063
z20080214211216257586282,4.0,4063
z20130304203108777906398,4.0,4063
z20111015040216443141696,4.0,4063
z20110929213513683606741,4.0,4063
z20120619143324140523497,4.0,4063
z20031203135721137894218,4.0,4063
z20120610131602710471634,4.0,4063
z20050521194517957624426,4.0,4063
z20030227084758843717727,4.0,4063
z20050803130329247866579,4.0,4063
z20040301115223353424921,4.0,4063
z20070823132251257245614,4.0,4063
z20090714204317520117452,4.0,4063
z20051102150225437976298,4.0,4063
z20101110105739100291757,4.0,4063
z20060831205959827534735,4.0,4063
z20080322011215150181988,4.0,4063
z20070526185804357844465,4.0,4063
z20080721104135860952334,4.0,4063
z20050727171108940942246,4.0,4063
z20090115180603007555739,4.0,4063
z20081122092054797892142,4.0,4063
z20031230182423740637263,4.0,4063
z20081113221550880704475,4.0,4063
z20080621184130663648554,4.0,4063
z20080601180020957425269,4.0,4063
z20031213131025343729834,4.0,4063
z20061028091922393442315,4.0,4063
z20041205211503897621374,4.0,4063
z20190806022009476941144,3.5,4063
z20190923053624464795792,3.5,4063
z20111025034545657435144,3.5,4063
z20150107084009463262444,3.5,4063
z20091201221412243476845,3.5,4063
z20140710221625293303322,3.5,4063
z20181003204854354963213,3.5,4063
z20070907225112620316547,3.5,4063
z20100228191200007185414,3.5,4063
z20130928112605200989345,3.5,4063
z20061221130659670562482,3.5,4063
z20050112034839173359726,3.5,4063
z20090424103158593511859,3.5,4063
z20060903155614947964176,3.5,4063
z20050609122548003743533,3.5,4063
z20110513170744043585273,3.5,4063
z20071219231441527449392,3.5,4063
z20120217141238760128499,3.0,4063
z20061202182425660165735,3.0,4063
z20121220014206963734937,3.0,4063
z20090925140459940706677,3.0,4063
z20111022122602147674249,3.0,4063
z20110622151655830672368,3.0,4063
z20060430164838640163367,3.0,4063
z20060112212925890608299,3.0,4063
z20090117134154690162987,3.0,4063
z20060507110429097158995,2.5,4063
z20140301185348897224864,2.5,4063
z20050804163234600778938,2.5,4063
z20060201182458513283816,2.5,4063
z20101225133322160661718,2.0,4063
z20110807205546030839681,2.0,4063
z20061223123237770658689,2.0,4063
z20061202182425660165735,5.0,1628
z20191029113723960566014,5.0,1628
z20230506201011819891129,5.0,1628
z20031014204348090556823,5.0,1628
z20191020065719641318283,5.0,1628
z20090704072649733869797,5.0,1628
z20180727215620519608296,5.0,1628
z20070429202537840527684,5.0,1628
z20210313230202910523299,5.0,1628
z20190923053624464795792,5.0,1628
z20200307184114217262101,5.0,1628
z20150611102648140178198,5.0,1628
z20040407113854130597348,5.0,1628
z20081009225920613627173,5.0,1628
z20100925133504780134191,5.0,1628
z20090728170525347712215,5.0,1628
z20120818153732320983234,5.0,1628
z20191227171356486705092,5.0,1628
z20111117132817183244497,5.0,1628
z20051025152231730517468,5.0,1628
z20100729103223223421146,5.0,1628
z20080329124801187714838,5.0,1628
z20100307181559167928367,5.0,1628
z20130713161035470867753,5.0,1628
z20100214153018883302854,5.0,1628
z20161222045629570932478,5.0,1628
z20140710221625293303322,5.0,1628
z20121031181838360929826,5.0,1628
z20130506121832697984727,5.0,1628
z20170108193301507354951,5.0,1628
z20160324192400560535292,5.0,1628
z20110127062739973149758,5.0,1628
z20051019145019100363212,5.0,1628
z20080308114506610189469,5.0,1628
z20131020155906970272197,5.0,1628
z20120412210032180479212,5.0,1628
z20150304183759300753849,5.0,1628
z20110818000852400358431,5.0,1628
z20080815133421173197638,5.0,1628
z20130304203108777906398,5.0,1628
z20111028130825790465388,5.0,1628
z20150621101535110551355,5.0,1628
z20130102000319520925741,5.0,1628
z20110122105738370438456,5.0,1628
z20120617164850633481311,5.0,1628
z20140811085121137216455,5.0,1628
z20091114195122443101594,5.0,1628
z20060529184639807388441,5.0,1628
z20061228232125060155817,5.0,1628
z20090501185820923541318,5.0,1628
z20110828082536017359313,5.0,1628
z20050803130329247866579,5.0,1628
z20110717170436333359548,5.0,1628
z20140301172409253584857,5.0,1628
z20110624203517947716343,5.0,1628
z20130906163421460956772,5.0,1628
z20080802022604397538688,5.0,1628
z20110801175449003572818,5.0,1628
z20091019133018503822728,5.0,1628
z20111218215454157857655,5.0,1628
z20050508205234440787466,5.0,1628
z20120603010639400517411,5.0,1628
z20130513223835490486472,5.0,1628
z20121226180301760912584,5.0,1628
z20050609122548003743533,5.0,1628
z20130305231619670644391,5.0,1628
z20111025034545657435144,5.0,1628
z20111116182632977765269,5.0,1628
z20070501210827537495922,5.0,1628
z20121112213348247156124,5.0,1628
z20120718174300247526936,5.0,1628
z20060902100417973592273,5.0,1628
z20121109092642910334723,5.0,1628
z20110828204641337389611,5.0,1628
z20120126102528050599714,5.0,1628
z20120610131602710471634,5.0,1628
z20090323193222567627582,5.0,1628
z20120401141348160951589,5.0,1628
z20080514165254683179116,5.0,1628
z20120425191505833119849,5.0,1628
z20030618140425673294273,5.0,1628
z20120420013736487892714,5.0,1628
z20060719162449733315717,5.0,1628
z20110514193640503474719,5.0,1628
z20030517175828623839341,5.0,1628
z20060429110942850756362,5.0,1628
z20111108102528243355333,5.0,1628
z20071106025101253976861,5.0,1628
z20100715135849763341476,5.0,1628
z20110207173035203991979,5.0,1628
z20110918132138280161431,5.0,1628
z20090221125114093357765,5.0,1628
z20110622235613937908356,5.0,1628
z20071031125246787736481,5.0,1628
z20100808111625543997398,5.0,1628
z20110624210838573238386,5.0,1628
z20070712124634610227628,5.0,1628
z20110425192622730836188,5.0,1628
z20060226153101277712935,5.0,1628
z20100724235149123359951,5.0,1628
z20101127124640440695159,5.0,1628
z20050306233459653952996,5.0,1628
z20090731193009127356967,5.0,1628
z20100510124951590886379,5.0,1628
z20101114144209987129826,5.0,1628
z20100405211443367674381,5.0,1628
z20101114103811370442894,5.0,1628
z20100908132022080972546,5.0,1628
z20071107142450977843642,5.0,1628
z20080925145118637816315,5.0,1628
z20100224144225593483172,5.0,1628
z20100710175810760325694,5.0,1628
z20100106192309293958283,5.0,1628
z20100215212137060698769,5.0,1628
z20090429031034837238798,5.0,1628
z20040301115223353424921,5.0,1628
z20080423201044843426724,5.0,1628
z20100419204105110183184,5.0,1628
z20100418185004863955311,5.0,1628
z20051005214729860575238,5.0,1628
z20091218104700367826695,5.0,1628
z20061227183546640599755,5.0,1628
z20060317115155370578365,5.0,1628
z20070722154454600963531,5.0,1628
z20060104114128903594995,5.0,1628
z20081214155238763597636,5.0,1628
z20051101195742210643137,5.0,1628
z20080306163610250402736,5.0,1628
z20090406113828467868993,5.0,1628
z20050128222123237478868,5.0,1628
z20080721104135860952334,5.0,1628
z20080322011215150181988,5.0,1628
z20081107165708247455434,5.0,1628
z20060903155614947964176,5.0,1628
z20090424150221233313514,5.0,1628
z20081111035020417972033,5.0,1628
z20050819145656857799156,5.0,1628
z20051220181957240298347,5.0,1628
z20080223122249780877088,5.0,1628
z20090524190355113285244,5.0,1628
z20050930123048730491182,5.0,1628
z20080329203618543641641,5.0,1628
z20070307200253217784276,5.0,1628
z20090414114927860775368,5.0,1628
z20081122092054797892142,5.0,1628
z20040811200135100875438,5.0,1628
z20070402143857913789818,5.0,1628
z20081215110204860602253,5.0,1628
z20090115180603007555739,5.0,1628
z20081217220803807872885,5.0,1628
z20080626010810507114198,5.0,1628
z20080824153656800612875,5.0,1628
z20081113221550880704475,5.0,1628
z20080727143006250939249,5.0,1628
z20080826155654287615215,5.0,1628
z20060704134253223546481,5.0,1628
z20050128195009540347344,5.0,1628
z20060831205959827534735,5.0,1628
z20060115230728017869612,5.0,1628
z20041211182043117953141,5.0,1628
z20031230182423740637263,5.0,1628
z20080519180800590239788,5.0,1628
z20070309222233647715216,5.0,1628
z20050524101859840167184,5.0,1628
z20080314214241430849311,5.0,1628
z20080304185158993234323,5.0,1628
z20080306220715737774363,5.0,1628
z20080214211216257586282,5.0,1628
z20070302141824443125453,5.0,1628
z20071219231441527449392,5.0,1628
z20061103220321107908638,5.0,1628
z20071102163148580366697,5.0,1628
z20080223192731280813435,5.0,1628
z20080210170114050592734,5.0,1628
z20050529185256800542873,5.0,1628
z20080102010939413695533,5.0,1628
z20071128191043133926865,5.0,1628
z20070530162144030394855,5.0,1628
z20070907225112620316547,5.0,1628
z20060519212614730214605,5.0,1628
z20060520132313997558685,5.0,1628
z20060120185249557812865,5.0,1628
z20071016041219617269137,5.0,1628
z20020324024705850413533,5.0,1628
z20070917204046350232651,5.0,1628
z20030227084758843717727,5.0,1628
z20050405180207000645014,5.0,1628
z20030815190429267731644,5.0,1628
z20051102150225437976298,5.0,1628
z20060318194416363195696,5.0,1628
z20051119151814240875591,5.0,1628
z20070117175455420297955,5.0,1628
z20030101162055787415494,5.0,1628
z20061221130659670562482,5.0,1628
z20060121115833357319818,5.0,1628
z20050601140719843921044,5.0,1628
z20050716115647820229722,5.0,1628
z20051208180332140797953,5.0,1628
z20070304213611187713482,5.0,1628
z20030916115310953701324,5.0,1628
z20041207222824320473123,5.0,1628
z20040827093310567684711,5.0,1628
z20060201182458513283816,5.0,1628
z20060314114820737855968,5.0,1628
z20060115135512013637487,5.0,1628
z20061108171856977233782,5.0,1628
z20051225193237820759595,5.0,1628
z20050125211636197907259,5.0,1628
z20061028091922393442315,5.0,1628
z20050819155138300772291,5.0,1628
z20061026091430080854912,5.0,1628
z20041205211503897621374,5.0,1628
z20060520184332677502137,5.0,1628
z20050812151049473478856,5.0,1628
z20060621171024663859233,5.0,1628
z20051128100737723566529,5.0,1628
z20060705200421300581489,5.0,1628
z20051202210829790363634,5.0,1628
z20041211133547140398317,5.0,1628
z20060108191332447764124,5.0,1628
z20050207195629293628722,5.0,1628
z20030821075429180664571,5.0,1628
z20050212011643893241315,5.0,1628
z20150411212834470532236,4.5,1628
z20120509144229610539964,4.5,1628
z20080915134506200531819,4.5,1628
z20070405191402390431943,4.5,1628
z20180216141155987942349,4.5,1628
z20210219233708124793951,4.5,1628
z20120516090532753205331,4.5,1628
z20120711174239597227353,4.5,1628
z20160409145036200217177,4.5,1628
z20190411203311674561124,4.5,1628
z20080811211913857925232,4.5,1628
z20161127203550770316524,4.5,1628
z20090207171111367802671,4.5,1628
z20140301185348897224864,4.5,1628
z20070810214732340671259,4.5,1628
z20120715085310630477794,4.5,1628
z20130210141015660139422,4.5,1628
z20130715204512200682659,4.5,1628
z20141115083814400458133,4.5,1628
z20090901232953683788746,4.5,1628
z20141004233849727225846,4.5,1628
z20100902125140520429289,4.5,1628
z20131223192123433651566,4.5,1628
z20111022122602147674249,4.5,1628
z20120113151726647698432,4.5,1628
z20121022182542230468657,4.5,1628
z20100810222315680205941,4.5,1628
z20080207171123347607438,4.5,1628
z20100524164450633857355,4.5,1628
z20080320171055307981594,4.5,1628
z20100313200722567646169,4.5,1628
z20060213184525483943267,4.5,1628
z20071123125109190849887,4.5,1628
z20060701153623203296925,4.5,1628
z20081027154523057881355,4.5,1628
z20070114180158077852716,4.5,1628
z20101110105739100291757,4.5,1628
z20070111225818437927316,4.5,1628
z20060816165643403707379,4.5,1628
z20080206144626710256034,4.5,1628
z20070805204153590494368,4.5,1628
z20070223183100607482562,4.5,1628
z20090117001345033867871,4.5,1628
z20090724133940170133742,4.5,1628
z20090424103158593511859,4.5,1628
z20090405010908597979423,4.5,1628
z20060507110429097158995,4.5,1628
z20070302235109397616275,4.5,1628
z20080712115052910383998,4.5,1628
z20070225170247647477357,4.5,1628
z20070814101548197695978,4.5,1628
z20070512203027100489295,4.5,1628
z20030928155941663786414,4.5,1628
z20020308185604487808769,4.5,1628
z20050102191155607448983,4.5,1628
z20150107084009463262444,4.0,1628
z20050321210858313757866,4.0,1628
z20200727171606485614605,4.0,1628
z20150405110208810843637,4.0,1628
z20151216222117953451714,4.0,1628
z20031227205538953939566,4.0,1628
z20181130191842380319159,4.0,1628
z20100310222828830249543,4.0,1628
z20110724161338573222935,4.0,1628
z20100813190314393126625,4.0,1628
z20120729234032190967658,4.0,1628
z20180724204055107932936,4.0,1628
z20160309113636337992272,4.0,1628
z20150224012317037718637,4.0,1628
z20160409142210377435924,4.0,1628
z20101005120912040975241,4.0,1628
z20150206144836190805248,4.0,1628
z20090915162404043529229,4.0,1628
z20141121181040387159999,4.0,1628
z20140106184842703619977,4.0,1628
z20080204182124630977268,4.0,1628
z20110807205546030839681,4.0,1628
z20121107170947723701745,4.0,1628
z20111104162933980262633,4.0,1628
z20070714002349010502821,4.0,1628
z20051105131449940367618,4.0,1628
z20080702101735577857749,4.0,1628
z20080112153013987509666,4.0,1628
z20100408190910397837155,4.0,1628
z20110808160016427724924,4.0,1628
z20070526100726653606978,4.0,1628
z20071018170703807835161,4.0,1628
z20090728084538093964468,4.0,1628
z20110622151655830672368,4.0,1628
z20080507121910853388237,4.0,1628
z20020201155528393476112,4.0,1628
z20100728134703260606673,4.0,1628
z20060724111614173832139,4.0,1628
z20100516223630127232122,4.0,1628
z20050501203212980538555,4.0,1628
z20071021153249553451578,4.0,1628
z20110406132108400228853,4.0,1628
z20110123162143883159885,4.0,1628
z20090421205920330241352,4.0,1628
z20100512001800113828899,4.0,1628
z20060919170007063423141,4.0,1628
z20100606022549107222598,4.0,1628
z20070814215940203765217,4.0,1628
z20090709203010670558689,4.0,1628
z20050116205538777833477,4.0,1628
z20100629152658950744218,4.0,1628
z20091107150756700814021,4.0,1628
z20060430164838640163367,4.0,1628
z20100305210607520651518,4.0,1628
z20080913094523480198174,4.0,1628
z20081005163400347127414,4.0,1628
z20050802182446983335354,4.0,1628
z20050128101601057637287,4.0,1628
z20060429132736607875159,4.0,1628
z20080602235158543785165,4.0,1628
z20080621184130663648554,4.0,1628
z20080601180020957425269,4.0,1628
z20040811235635050402132,4.0,1628
z20060706223724333863973,4.0,1628
z20060918100754323573785,4.0,1628
z20070505103550823744524,4.0,1628
z20010710141017880217585,4.0,1628
z20141118163659313642752,3.5,1628
z20100501164454243754298,3.5,1628
z20170610215150260673815,3.5,1628
z20090215192301720367223,3.5,1628
z20140114084836177668966,3.5,1628
z20051218182808937892245,3.5,1628
z20130804141603107661268,3.5,1628
z20121029211620257393582,3.5,1628
z20130124195214260283337,3.5,1628
z20050112034839173359726,3.5,1628
z20120627120700427383449,3.5,1628
z20101024142544487157745,3.5,1628
z20090925140459940706677,3.5,1628
z20111029113034203129739,3.5,1628
z20060301175350513632691,3.5,1628
z20110513170744043585273,3.5,1628
z20091108175011120148185,3.5,1628
z20100228191200007185414,3.5,1628
z20080223180810410698852,3.5,1628
z20050705170420620107863,3.5,1628
z20091201104314913744371,3.5,1628
z20050824105436343945226,3.5,1628
z20080502091534097726635,3.0,1628
z20190422165501356919108,3.0,1628
z20221027123702215276303,3.0,1628
z20120725090855383599792,3.0,1628
z20101225133322160661718,3.0,1628
z20180204141845857135127,3.0,1628
z20171227202728840555521,3.0,1628
z20170707170528043187781,3.0,1628
z20130406031154220886773,3.0,1628
z20140717115833640656964,3.0,1628
z20120415214413460558192,3.0,1628
z20111104200006123581629,3.0,1628
z20110303190024017478821,3.0,1628
z20091207112521467125462,3.0,1628
z20110204195632473128745,3.0,1628
z20080103124336383992571,3.0,1628
z20050804163234600778938,3.0,1628
z20060104204707340124355,3.0,1628
z20080719102429627627951,3.0,1628
z20060813141322797992633,3.0,1628
z20091204183944323302984,2.5,1628
z20091229095621480997198,2.5,1628
z20120513115507660594719,2.5,1628
z20070303152642750378787,2.5,1628
z20031203135721137894218,2.5,1628
z20060810103049520951213,2.5,1628
z20090105212140060354767,2.5,1628
z20070823132251257245614,2.5,1628
z20090714204317520117452,2.5,1628
z20070628155848743286437,2.5,1628
z20071225161035710655492,2.5,1628
z20030318104639813779116,2.5,1628
z20050515194349877622686,2.5,1628
z20050305173224153365885,2.5,1628
z20050727171108940942246,2.5,1628
z20121205004124500143642,2.0,1628
z20040421151600323997587,2.0,1628
z20080729162713020205296,1.5,1628
z20050423094311043519744,1.5,1628
z20080327175445260783321,1.5,1628
z20091218155831817717458,1.0,1628
z20050531104705440897887,1.0,1628
z20071209142618677824894,1.0,1628
z20070526185804357844465,1.0,1628
z20031213131025343729834,1.0,1628
z20011007123725673879785,1.0,1628
z20120208201915117838156,0.5,1628
z20060112212925890608299,0.5,1628
z20050723115545143682894,0.5,1628
z20060816003252703655719,0.5,1628
z20230506201011819891129,5.0,11736
z20100501164454243754298,5.0,11736
z20200307184114217262101,5.0,11736
z20191029113723960566014,5.0,11736
z20080327175445260783321,5.0,11736
z20140412132715417811718,5.0,11736
z20070501210827537495922,5.0,11736
z20120818153732320983234,5.0,11736
z20170704104903017214395,5.0,11736
z20190411203311674561124,5.0,11736
z20150715010110537648653,5.0,11736
z20150405110208810843637,5.0,11736
z20170729164821933348443,5.0,11736
z20180208230558857314097,5.0,11736
z20100307181559167928367,5.0,11736
z20180204141845857135127,5.0,11736
z20110912141438820678284,5.0,11736
z20121226180301760912584,5.0,11736
z20130506121832697984727,5.0,11736
z20150611102648140178198,5.0,11736
z20100214153018883302854,5.0,11736
z20031230182423740637263,5.0,11736
z20170717003854370601468,5.0,11736
z20140114084836177668966,5.0,11736
z20111210233739330608151,5.0,11736
z20170108193301507354951,5.0,11736
z20081107234415893491184,5.0,11736
z20051019145019100363212,5.0,11736
z20140102130544340291557,5.0,11736
z20130304203108777906398,5.0,11736
z20110907130528143201518,5.0,11736
z20110416204054023788665,5.0,11736
z20101014094554153903669,5.0,11736
z20131223192123433651566,5.0,11736
z20121107170947723701745,5.0,11736
z20050423225326903579222,5.0,11736
z20081217220803807872885,5.0,11736
z20110624203517947716343,5.0,11736
z20110717170436333359548,5.0,11736
z20121109092642910334723,5.0,11736
z20130928112605200989345,5.0,11736
z20130715204512200682659,5.0,11736
z20130513223835490486472,5.0,11736
z20111028130825790465388,5.0,11736
z20080210170114050592734,5.0,11736
z20111117132817183244497,5.0,11736
z20080304185158993234323,5.0,11736
z20121031181838360929826,5.0,11736
z20111106141523767788134,5.0,11736
z20110801175449003572818,5.0,11736
z20120610131602710471634,5.0,11736
z20120619131754800531284,5.0,11736
z20120425191505833119849,5.0,11736
z20060526163620730863733,5.0,11736
z20100925133504780134191,5.0,11736
z20100510124951590886379,5.0,11736
z20091204183944323302984,5.0,11736
z20100524164450633857355,5.0,11736
z20110207173035203991979,5.0,11736
z20071018170703807835161,5.0,11736
z20050403002630833604744,5.0,11736
z20081215110204860602253,5.0,11736
z20050803130329247866579,5.0,11736
z20031203135721137894218,5.0,11736
z20070320214343880854292,5.0,11736
z20110513170744043585273,5.0,11736
z20060520132313997558685,5.0,11736
z20050306233459653952996,5.0,11736
z20060226153101277712935,5.0,11736
z20090421205920330241352,5.0,11736
z20070111225818437927316,5.0,11736
z20100418185004863955311,5.0,11736
z20100808111625543997398,5.0,11736
z20070302141824443125453,5.0,11736
z20100728134703260606673,5.0,11736
z20070601152152060178383,5.0,11736
z20090728084538093964468,5.0,11736
z20091218104700367826695,5.0,11736
z20080102010939413695533,5.0,11736
z20100629152658950744218,5.0,11736
z20080223180810410698852,5.0,11736
z20060705200421300581489,5.0,11736
z20100719145540520357232,5.0,11736
z20051119151814240875591,5.0,11736
z20100724235236347537452,5.0,11736
z20100106192309293958283,5.0,11736
z20070303152642750378787,5.0,11736
z20050427113414187871239,5.0,11736
z20100516223630127232122,5.0,11736
z20081214155238763597636,5.0,11736
z20041211182043117953141,5.0,11736
z20080206144626710256034,5.0,11736
z20080702101735577857749,5.0,11736
z20050128222123237478868,5.0,11736
z20100215212137060698769,5.0,11736
z20061104161243417623146,5.0,11736
z20090429031034837238798,5.0,11736
z20100305210607520651518,5.0,11736
z20091102172522763753682,5.0,11736
z20070628155848743286437,5.0,11736
z20060903155614947964176,5.0,11736
z20090117001345033867871,5.0,11736
z20090731193009127356967,5.0,11736
z20071229110145390394274,5.0,11736
z20081111035020417972033,5.0,11736
z20090303142106577734119,5.0,11736
z20060403185325210299714,5.0,11736
z20060701153623203296925,5.0,11736
z20050819145656857799156,5.0,11736
z20080329203618543641641,5.0,11736
z20080306163610250402736,5.0,11736
z20090323193222567627582,5.0,11736
z20070917204046350232651,5.0,11736
z20090105212140060354767,5.0,11736
z20081122092054797892142,5.0,11736
z20090131191953557916171,5.0,11736
z20050128195009540347344,5.0,11736
z20061221130659670562482,5.0,11736
z20070326194841787401361,5.0,11736
z20070228015331953348969,5.0,11736
z20060816165643403707379,5.0,11736
z20081202114155780892114,5.0,11736
z20070822100940487978663,5.0,11736
z20071021153249553451578,5.0,11736
z20081010125709563208322,5.0,11736
z20080925145118637816315,5.0,11736
z20051218182808937892245,5.0,11736
z20080625143042143526755,5.0,11736
z20051229121052330338834,5.0,11736
z20080824153656800612875,5.0,11736
z20070814101548197695978,5.0,11736
z20051015185645730177343,5.0,11736
z20071107142450977843642,5.0,11736
z20080502184317887141969,5.0,11736
z20080602235158543785165,5.0,11736
z20080403165051340133418,5.0,11736
z20080519180800590239788,5.0,11736
z20080125212211510869922,5.0,11736
z20080306220715737774363,5.0,11736
z20050802182446983335354,5.0,11736
z20030227084758843717727,5.0,11736
z20070402143857913789818,5.0,11736
z20050531104705440897887,5.0,11736
z20060719162449733315717,5.0,11736
z20060317115155370578365,5.0,11736
z20071128191043133926865,5.0,11736
z20071113142920963717278,5.0,11736
z20020324024705850413533,5.0,11736
z20050824105436343945226,5.0,11736
z20050405180207000645014,5.0,11736
z20060404120924297799922,5.0,11736
z20050601140719843921044,5.0,11736
z20060104204707340124355,5.0,11736
z20050812151049473478856,5.0,11736
z20060121115833357319818,5.0,11736
z20070205193418780793514,5.0,11736
z20030916115310953701324,5.0,11736
z20060718111816853474672,5.0,11736
z20060621171024663859233,5.0,11736
z20041211133547140398317,5.0,11736
z20061108171856977233782,5.0,11736
z20060520184332677502137,5.0,11736
z20060104114128903594995,5.0,11736
z20060314114820737855968,5.0,11736
z20050102191155607448983,5.0,11736
z20200727171606485614605,4.5,11736
z20100729103223223421146,4.5,11736
z20180103011351860308632,4.5,11736
z20081201171829083424441,4.5,11736
z20090704072649733869797,4.5,11736
z20060516110246577796967,4.5,11736
z20120516090532753205331,4.5,11736
z20191227171356486705092,4.5,11736
z20161222045629570932478,4.5,11736
z20110628112840297655899,4.5,11736
z20150614153727993108848,4.5,11736
z20091207225514090665918,4.5,11736
z20080913094523480198174,4.5,11736
z20120625104524440211524,4.5,11736
z20180618215151731200315,4.5,11736
z20100908132022080972546,4.5,11736
z20090215192301720367223,4.5,11736
z20140717115833640656964,4.5,11736
z20161127203550770316524,4.5,11736
z20141121181040387159999,4.5,11736
z20160324192400560535292,4.5,11736
z20151222111550330413983,4.5,11736
z20120715085310630477794,4.5,11736
z20110127062739973149758,4.5,11736
z20150621101535110551355,4.5,11736
z20081031202357640622383,4.5,11736
z20150206144836190805248,4.5,11736
z20140427201750710387998,4.5,11736
z20141115083814400458133,4.5,11736
z20140106184842703619977,4.5,11736
z20050508205234440787466,4.5,11736
z20100902125140520429289,4.5,11736
z20080107202815660786561,4.5,11736
z20121109091712027526453,4.5,11736
z20061228232125060155817,4.5,11736
z20130124195214260283337,4.5,11736
z20061109001447367401814,4.5,11736
z20050609122548003743533,4.5,11736
z20070714002349010502821,4.5,11736
z20130906163421460956772,4.5,11736
z20070223183100607482562,4.5,11736
z20120324151727660567292,4.5,11736
z20111104200006123581629,4.5,11736
z20110303190024017478821,4.5,11736
z20111231001915390598871,4.5,11736
z20111217205006870663453,4.5,11736
z20120708195526033224386,4.5,11736
z20050112034839173359726,4.5,11736
z20111116182632977765269,4.5,11736
z20070114180158077852716,4.5,11736
z20080204182124630977268,4.5,11736
z20110828204641337389611,4.5,11736
z20110313115139770515138,4.5,11736
z20110624210838573238386,4.5,11736
z20110622151655830672368,4.5,11736
z20060213184525483943267,4.5,11736
z20070502164300817557547,4.5,11736
z20100715135849763341476,4.5,11736
z20100724235149123359951,4.5,11736
z20060703150134300687689,4.5,11736
z20100419204105110183184,4.5,11736
z20080915134506200531819,4.5,11736
z20091201104314913744371,4.5,11736
z20070712124634610227628,4.5,11736
z20090724133940170133742,4.5,11736
z20090524190355113285244,4.5,11736
z20070302235109397616275,4.5,11736
z20081027154523057881355,4.5,11736
z20051220181957240298347,4.5,11736
z20070512203027100489295,4.5,11736
z20071016041219617269137,4.5,11736
z20031219091630353929929,4.5,11736
z20070304213611187713482,4.5,11736
z20050727171108940942246,4.5,11736
z20050930123048730491182,4.5,11736
z20050105115317300245468,4.5,11736
z20041205211503897621374,4.5,11736
z20030319150345083899824,4.5,11736
